iso3,country,region,income,ref_year_itu,internet_female_itu,internet_male_itu,gap_diff_itu,gap_ratio_itu,internet_female_fx,internet_male_fx,gap_diff_fx,gap_ratio_fx,source,ref_year,internet_female,internet_male,gap_diff,gap_ratio,gdp_pc_ppp,gdp_pc_ppp_year,gdp_pc_const,gdp_pc_const_year,flfp,flfp_year,sec_enroll_fem_gross,sec_enroll_fem_gross_year,sec_enroll_fem_net,sec_enroll_fem_net_year,urban_pct,urban_pct_year,gii,gii_year,internet_total,internet_total_year,population,population_year,log_gdp,is_outlier
MWI,Malawi,Sub-Saharan Africa,Low income,2023,16.123,18.8351,2.7120999999999995,0.8560081974611231,17.8161939653371,23.4378384607099,5.621644495372802,0.7601466319175864,Findex 2024,2024,17.8161939653371,23.4378384607099,5.621644495372802,0.7601466319175864,1634.24660266597,2024,551.95152347056,2024,58.534,2024,37.2564052253575,2023,NA,NA,17.268503531213,2024,0.581,2023,18.96159935,2024,21655286,2024,7.398937183656944,FALSE
MYS,Malaysia,East Asia & Pacific,Upper middle income,2024,97.6373,98.3628,0.7254999999999967,0.9926242441248114,86.7899140840487,86.9869744526902,0.19706036864150175,0.9977345991180704,Findex 2024,2024,86.7899140840487,86.9869744526902,0.19706036864150175,0.9977345991180704,34116.2317848885,2024,11883.79127749,2024,51.617,2024,81.5357622372136,2024,NA,NA,76.9170296648992,2024,0.172,2023,98.0206059,2024,35557673,2024,10.437528555438917,FALSE
MDV,Maldives,South Asia,Upper middle income,2022,95.4996,76.3672,-19.132400000000004,1.2505316418567134,NA,NA,NA,NA,ITU,2022,95.4996,76.3672,-19.132400000000004,1.2505316418567134,21357.8112511153,2022,10939.9963271738,2022,40.171,2022,79.1463748290014,2022,NA,NA,41.0641769690663,2022,0.312,2022,83.91189054,2022,524106,2022,9.969172818306697,TRUE
MLI,Mali,Sub-Saharan Africa,Low income,NA,NA,NA,NA,NA,40.2577120775445,51.89978162812841,11.642069550583912,0.7756817237883291,Findex 2024,2024,40.2577120775445,51.89978162812841,11.642069550583912,0.7756817237883291,2917.93245883671,2024,910.300376300627,2024,53.093,2024,37.1307560416794,2023,NA,NA,31.6075621182225,2024,0.612,2023,36.80149841,2024,24478595,2024,7.978630582425785,FALSE
MRT,Mauritania,Sub-Saharan Africa,Lower middle income,NA,NA,NA,NA,NA,56.868861475398006,63.0358034462749,6.166941970876891,0.9021676311918044,Findex 2024,2024,56.868861475398006,63.0358034462749,6.166941970876891,0.9021676311918044,6482.69016635936,2024,1692.84166088843,2024,26.239,2024,NA,NA,NA,NA,60.6068586411829,2024,0.603,2023,45.77939987,2024,5169395,2024,8.776890852325295,FALSE
MUS,Mauritius,Sub-Saharan Africa,Upper middle income,2024,72.4419,74.2288,1.7869000000000028,0.9759271334037464,72.52228635754689,81.8795022489415,9.357215891394617,0.8857196778878125,Findex 2024,2024,72.52228635754689,81.8795022489415,9.357215891394617,0.8857196778878125,27844.8956114831,2024,11918.8045212095,2024,47.45,2024,93.386946088039707,2024,NA,NA,39.0162147027917,2024,0.352,2023,73.30793533,2024,1245779,2024,10.234404947102506,FALSE
MEX,Mexico,Latin America & Caribbean,Upper middle income,2024,82.2767,84.0676,1.7908999999999935,0.9786969058234088,75.0329196140232,80.223490209757,5.190570595733803,0.9352986191181382,Findex 2024,2024,75.0329196140232,80.223490209757,5.190570595733803,0.9352986191181382,21970.3520412926,2024,10284.0336925726,2024,47.414,2024,109.978668212891,2024,NA,NA,79.7538805976118,2024,0.358,2023,83.12233799,2024,130861007,2024,9.99744918897775,FALSE
MDA,Moldova,Europe & Central Asia,Upper middle income,NA,NA,NA,NA,NA,78.4476080555429,78.9328388646456,0.48523080910270266,0.9938526117129174,Findex 2024,2024,78.4476080555429,78.9328388646456,0.48523080910270266,0.9938526117129174,16393.8633257184,2024,3855.56940382925,2024,72.177,2024,99.3201300620751,2024,NA,NA,43.516471862793,2024,0.146,2023,77.3687973,2024,2402306,2024,9.7046623563305,FALSE
MNG,Mongolia,East Asia & Pacific,Upper middle income,2021,80.4054,82.9063,2.5009000000000015,0.969834620529441,89.3895999138167,84.1034367824934,-5.286163131323292,1.0628531167518669,Findex 2024,2024,89.3895999138167,84.1034367824934,-5.286163131323292,1.0628531167518669,16842.6505873797,2024,4626.79609644243,2024,52.1,2024,99.3672996596348,2023,NA,NA,70.9566040039062,2024,0.284,2023,85.12349701,2024,3524788,2024,9.731669673710963,FALSE
MNE,Montenegro,Europe & Central Asia,Upper middle income,2024,89.3549,88.4688,-0.886099999999999,1.0100159604289871,83.5590009948296,84.0833595279969,0.5243585331673017,0.9937638251360222,Findex 2024,2024,83.5590009948296,84.0833595279969,0.5243585331673017,0.9937638251360222,28105.5927726624,2024,8540.00427762252,2024,51.429,2024,95.1452331542969,2023,NA,NA,65.5422314706266,2024,0.121,2023,88.88258428,2024,623525,2024,10.243723866573387,FALSE
MAR,Morocco,"Middle East, North Africa, Afghanistan & Pakistan",Lower middle income,2021,86.3624,89.9199,3.5575000000000045,0.9604370111621564,62.5741953255187,67.0874382689856,4.513242943466892,0.9327259609262296,Findex 2024,2024,62.5741953255187,67.0874382689856,4.513242943466892,0.9327259609262296,9162.7470703125,2024,3516.15405273438,2024,19.827,2024,91.2537211746273,2024,NA,NA,62.7998124018197,2024,0.438,2023,91.2,2024,38081173,2024,9.12290131121334,FALSE
MOZ,Mozambique,Sub-Saharan Africa,Low income,NA,NA,NA,NA,NA,19.9924298970031,34.2792504258028,14.2868205287997,0.5832224931603034,Findex 2024,2024,19.9924298970031,34.2792504258028,14.2868205287997,0.5832224931603034,1500.70758504856,2024,605.763481416969,2024,77.206,2024,NA,NA,NA,NA,36.4332337447237,2024,0.479,2023,20.52729988,2024,34631766,2024,7.313691999229519,FALSE
NAM,Namibia,Sub-Saharan Africa,Lower middle income,NA,NA,NA,NA,NA,56.482743063166794,56.3272762042508,-0.1554668589159931,1.0027600634966307,Findex 2024,2024,56.482743063166794,56.3272762042508,-0.1554668589159931,1.0027600634966307,10276.3686426386,2024,4032.40150676649,2024,54.911,2024,86.3728889011327,2024,NA,NA,50.4088030252155,2024,0.448,2023,64.87460327,2024,3030131,2024,9.237602231723974,FALSE
NPL,Nepal,South Asia,Lower middle income,NA,NA,NA,NA,NA,42.8937188618155,58.1252147558964,15.2314958940809,0.7379537270004535,Findex 2024,2024,42.8937188618155,58.1252147558964,15.2314958940809,0.7379537270004535,5047.42449022702,2024,1179.95499311034,2024,27.378,2024,90.8899312933145,2024,NA,NA,66.772343163029,2024,0.487,2023,46.32189941,2024,29651054,2024,8.52663339023894,FALSE
NIC,Nicaragua,Latin America & Caribbean,Lower middle income,NA,NA,NA,NA,NA,73.99344674642539,75.52634571124919,1.5328989648238007,0.9797037848132576,Findex 2024,2024,73.99344674642539,75.52634571124919,1.5328989648238007,0.9797037848132576,7661.09410113202,2024,2290.31991989418,2024,51.082,2024,70.6665573120117,2023,NA,NA,59.2628402709961,2024,0.408,2023,61.39550018,2024,6916140,2024,8.943910085580924,FALSE
NER,Niger,Sub-Saharan Africa,Low income,NA,NA,NA,NA,NA,13.8526009917283,17.368586929098402,3.515985937370102,0.7975663793650589,Findex 2024,2024,13.8526009917283,17.368586929098402,3.515985937370102,0.7975663793650589,1795.65266888022,2024,589.085643279512,2024,72.787,2024,19.5379934744263,2024,NA,NA,18.0497398450803,2024,0.591,2023,15.55760002,2024,27032412,2024,7.4931238386675165,FALSE
NGA,Nigeria,Sub-Saharan Africa,Lower middle income,NA,NA,NA,NA,NA,30.7420091731215,44.7330371509359,13.991027977814401,0.6872327731603245,Findex 2024,2024,30.7420091731215,44.7330371509359,13.991027977814401,0.6872327731603245,7994.03754470824,2024,2324.59702394542,2024,80.714,2024,47.4061508178711,2023,NA,NA,62.9755675573659,2024,0.677,2023,41.21139908,2024,232679478,2024,8.986451235871227,FALSE
MKD,North Macedonia,Europe & Central Asia,Upper middle income,2020,79.2467,83.5401,4.293399999999991,0.9486067170137455,82.6686781063551,83.7253662193202,1.056688112965091,0.9873791162621244,Findex 2024,2024,82.6686781063551,83.7253662193202,1.056688112965091,0.9873791162621244,24203.1855800189,2024,6628.84686594032,2024,42.884,2024,90.173713684082,2023,NA,NA,62.5645376928533,2024,0.112,2023,93.6,2024,1824359,2024,10.094239539019553,FALSE
PAK,Pakistan,"Middle East, North Africa, Afghanistan & Pakistan",Lower middle income,2020,13.6127,24.039,10.4263,0.5662756354257664,13.5958682033155,57.2070113868114,43.6111431834959,0.23766087187085452,Findex 2024,2024,13.5958682033155,57.2070113868114,43.6111431834959,0.23766087187085452,5502.0736120186,2024,1635.08731167091,2024,23.989,2024,46.4835415439493,2024,NA,NA,39.1734368360905,2024,0.536,2023,57.253,2024,251269164,2024,8.612880320533261,TRUE
PRY,Paraguay,Latin America & Caribbean,Upper middle income,2024,82.1252,81.0022,-1.1230000000000049,1.01386382098264,85.1987430060085,82.41513736373331,-2.783605642275191,1.0337754171298648,Findex 2024,2024,85.1987430060085,82.41513736373331,-2.783605642275191,1.0337754171298648,16367.4940166481,2024,6670.6995656958,2024,58.944,2024,80.8023312507795,2024,NA,NA,69.8622585886961,2024,0.412,2023,81.57806793,2024,6929153,2024,9.70305257475221,FALSE
PER,Peru,Latin America & Caribbean,Upper middle income,2024,80.225,83.6948,3.4698000000000064,0.9585422272351448,74.2530023953768,82.0920576047654,7.839055209388604,0.9045089690999102,Findex 2024,2024,74.2530023953768,82.0920576047654,7.839055209388604,0.9045089690999102,15708.8329440963,2024,6732.27773809578,2024,64.939,2024,108.98267364502,2024,NA,NA,85.1912729600355,2024,0.34,2023,81.95705992,2024,34217848,2024,9.661978441036132,FALSE
PHL,Philippines,East Asia & Pacific,Upper middle income,2024,69.9401,64.6093,-5.330799999999996,1.0825082457169477,74.0385936256926,67.2754891544764,-6.763104471216195,1.1005285068338473,Findex 2024,2024,74.0385936256926,67.2754891544764,-6.763104471216195,1.1005285068338473,10378.1717703535,2024,3926.14900894495,2024,50.511,2024,86.1154588164975,2024,NA,NA,55.4520983215477,2024,0.351,2023,67.26300914,2024,115843670,2024,9.247460011183417,FALSE
SEN,Senegal,Sub-Saharan Africa,Lower middle income,NA,NA,NA,NA,NA,67.7558018877377,72.6808466849973,4.925044797259602,0.9322373772198196,Findex 2024,2024,67.7558018877377,72.6808466849973,4.925044797259602,0.9322373772198196,4477.81736836258,2024,1517.61838829684,2024,37.99,2024,50.2150531512901,2023,NA,NA,55.2368169057304,2024,0.49,2023,60.11780167,2024,18501984,2024,8.406891012129275,FALSE
SRB,Serbia,Europe & Central Asia,Upper middle income,2024,85.2017,90.278,5.076300000000003,0.943770353796052,77.39707013888109,81.24674439565061,3.849674256769518,0.95261749519436,Findex 2024,2024,77.39707013888109,81.24674439565061,3.849674256769518,0.95261749519436,26900.7415340646,2024,8580.26105823259,2024,52.619,2024,88.5398788452148,2024,NA,NA,62.3830029804177,2024,0.117,2023,87.69071294,2024,6586476,2024,10.19990913153209,FALSE
SLE,Sierra Leone,Sub-Saharan Africa,Low income,NA,NA,NA,NA,NA,32.715962885150304,32.791966987514996,0.07600410236469202,0.9976822341156408,Findex 2024,2024,32.715962885150304,32.791966987514996,0.07600410236469202,0.9976822341156408,3098.76290446676,2024,1137.29005648131,2024,51.815,2024,91.7119293212891,2023,NA,NA,45.3626823156371,2024,0.566,2023,25.10499954,2024,8642022,2024,8.03875824775114,FALSE
ZAF,South Africa,Sub-Saharan Africa,Upper middle income,NA,NA,NA,NA,NA,65.6124268898682,71.39410801305071,5.7816811231825085,0.919017391153264,Findex 2024,2024,65.6124268898682,71.39410801305071,5.7816811231825085,0.919017391153264,13597.6538495998,2024,5715.47531469148,2024,49.801,2024,107.464974022043,2023,NA,NA,63.6917984858172,2024,0.388,2023,78.35759735,2024,64007187,2024,9.51765254578356,FALSE
LKA,Sri Lanka,South Asia,Upper middle income,2024,52.24,57.18,4.939999999999998,0.913606155998601,36.8688679028974,49.884576390114,13.0157084872166,0.739083511796724,Findex 2024,2024,36.8688679028974,49.884576390114,13.0157084872166,0.739083511796724,13793.0669827677,2024,4198.74513727898,2024,30.998,2024,90.4491165297148,2023,NA,NA,20.2996997058686,2024,0.367,2023,54.59,2024,21916000,2024,9.531921352350809,FALSE
TJK,Tajikistan,Europe & Central Asia,Lower middle income,NA,NA,NA,NA,NA,55.192397682225305,70.2287521671385,15.03635448491319,0.7858946083916181,Findex 2024,2024,55.192397682225305,70.2287521671385,15.03635448491319,0.7858946083916181,4755.93296704719,2024,1496.33813395037,2024,21.946,2024,82.8936127916098,2024,NA,NA,26.1788063651548,2024,0.258,2023,55.79339981,2024,10590927,2024,8.467148163314203,FALSE
TZA,Tanzania,Sub-Saharan Africa,Lower middle income,NA,NA,NA,NA,NA,15.5773728482612,25.905900409104397,10.328527560843195,0.6013059805783346,Findex 2024,2024,15.5773728482612,25.905900409104397,10.328527560843195,0.6013059805783346,3713.26293945313,2024,1120.77416992188,2024,80.288,2024,29.2047595977783,2021,NA,NA,36.1684458862992,2024,0.504,2023,31.16209984,2024,68560157,2024,8.219666267574178,FALSE
THA,Thailand,East Asia & Pacific,Upper middle income,2024,89.9092,91.9062,1.997,0.978271324459068,86.45410581531,85.0834417287786,-1.3706640865314057,1.016109645527748,Findex 2024,2024,86.45410581531,85.0834417287786,-1.3706640865314057,1.016109645527748,21882.2142474833,2024,6616.58539335928,2024,59.473,2024,94.0628144371624,2024,NA,NA,61.8689338391321,2024,0.288,2023,90.86718789,2024,71668011,2024,9.993429451026337,FALSE
TGO,Togo,Sub-Saharan Africa,Lower middle income,NA,NA,NA,NA,NA,35.880633719045,51.861820569031,15.981186849986004,0.6918506393597551,Findex 2024,2024,35.880633719045,51.861820569031,15.981186849986004,0.6918506393597551,3351.24993111939,2024,1053.81653764697,2024,56.604,2024,59.0849653049812,2023,NA,NA,43.8148491605996,2024,0.564,2023,39.48320007,2024,8406558,2024,8.117088668996463,FALSE
TUN,Tunisia,"Middle East, North Africa, Afghanistan & Pakistan",Lower middle income,2019,61.1126,72.462,11.349400000000005,0.8433744583367834,64.6945894088917,71.418819305963,6.724229897071297,0.90584792688515,Findex 2024,2024,64.6945894088917,71.418819305963,6.724229897071297,0.90584792688515,12774.9158568021,2024,4006.20588267443,2024,26.635,2024,NA,NA,NA,NA,70.3585355691955,2024,0.238,2023,76.5,2024,12277109,2024,9.45523882849852,FALSE
TUR,Turkiye,Europe & Central Asia,Upper middle income,2024,83.9343,90.6883,6.754000000000005,0.9255251228659044,83.67492752787909,91.351647176788,7.6767196489089,0.9159651753837283,Findex 2024,2024,83.67492752787909,91.351647176788,7.6767196489089,0.9159651753837283,36154.490436557,2024,15395.0278894893,2024,36.786,2024,116.872711181641,2023,NA,NA,89.3443122873887,2024,0.227,2023,87.3078767,2024,85518661,2024,10.495556436651539,FALSE
UGA,Uganda,Sub-Saharan Africa,Low income,2024,7.5879200000000004,10.5867,2.99878,0.7167408163072535,30.482209664520298,47.1468265134127,16.6646168488924,0.6465378885225388,Findex 2024,2024,30.482209664520298,47.1468265134127,16.6646168488924,0.6465378885225388,2879.67009290376,2024,986.090145363924,2024,75.556,2024,NA,NA,NA,NA,31.2777698213557,2024,0.524,2023,8.949831061,2024,50015092,2024,7.965431015493433,FALSE
UKR,Ukraine,Europe & Central Asia,Upper middle income,2021,76.8126,82.0031,5.1905,0.9367036124244084,93.3097404697324,96.6777500085815,3.368009538849094,0.9651625163126972,Findex 2024,2024,93.3097404697324,96.6777500085815,3.368009538849094,0.9651625163126972,16371.44140625,2024,2226.05810546875,2024,47.738,2021,86.3840713500977,2024,NA,NA,69.5315643200148,2024,NA,NA,82.47489929,2024,37860221,2024,9.703293718184032,FALSE
UZB,Uzbekistan,Europe & Central Asia,Lower middle income,2023,87.1292,90.9056,3.7764000000000095,0.9584580047873836,69.2500767371908,78.5172562938574,9.267179556666605,0.8819727026377054,Findex 2024,2024,69.2500767371908,78.5172562938574,9.267179556666605,0.8819727026377054,10997.1707291644,2024,4477.90745486742,2024,41.273,2024,96.4939184204858,2024,NA,NA,50.9986686706543,2024,0.291,2023,89.50550079,2024,36361859,2024,9.305393312257658,FALSE
VEN,"Venezuela, RB",Latin America & Caribbean,Lower middle income,NA,NA,NA,NA,NA,88.13977034784139,90.6848022423472,2.5450318945057973,0.9719354088934944,Findex 2024,2024,88.13977034784139,90.6848022423472,2.5450318945057973,0.9719354088934944,NA,NA,1501.22207949327,2024,37.332,2024,102.248580932617,2024,NA,NA,89.285859883201,2024,0.512,2023,76.67890167,2024,28405543,2024,NA,FALSE
VNM,Viet Nam,East Asia & Pacific,Upper middle income,2024,82.2272,86.08,3.852800000000002,0.9552416356877323,87.1667687809593,88.6183431882713,1.4515744073119947,0.9836199329045444,Findex 2024,2024,87.1667687809593,88.6183431882713,1.4515744073119947,0.9836199329045444,14396.4217369473,2024,4012.50779921084,2024,68.905,2024,90.5445572317873,2022,NA,NA,38.4900703430176,2024,0.299,2023,84.15,2024,100987686,2024,9.574734964195445,FALSE
PSE,West Bank and Gaza,"Middle East, North Africa, Afghanistan & Pakistan",Lower middle income,2023,86.2802,86.9849,0.7047000000000025,0.9918985938938828,93.70495129041028,94.4515363663102,0.7465850758999011,0.9920955750999704,Findex 2024,2024,93.70495129041028,94.4515363663102,0.7465850758999011,0.9920955750999704,4190.90911333626,2024,2258.20698667764,2024,18.934,2022,92.1529721719084,2023,NA,NA,87.1196014117004,2024,NA,NA,86.63765334,2023,5289152,2024,8.340672961537754,FALSE
ZMB,Zambia,Sub-Saharan Africa,Lower middle income,NA,NA,NA,NA,NA,31.42182052463,46.9710145844212,15.549194059791198,0.6689619290244504,Findex 2024,2024,31.42182052463,46.9710145844212,15.549194059791198,0.6689619290244504,3708.06904295647,2024,1343.38966380353,2024,56.366,2024,59.0707702636719,2024,NA,NA,45.4703838491279,2024,0.524,2023,17.10099983,2024,21314956,2024,8.218266546511444,FALSE
ZWE,Zimbabwe,Sub-Saharan Africa,Lower middle income,2020,29.6914,28.8779,-0.8135000000000012,1.0281703309451171,26.947125797954204,36.9928950721101,10.045769274155898,0.7284405761005264,Findex 2024,2024,26.947125797954204,36.9928950721101,10.045769274155898,0.7284405761005264,5211.89755587954,2024,1416.80065463874,2024,62.115,2024,NA,NA,NA,NA,39.8933716820696,2024,0.519,2023,41.64279938,2024,16634373,2024,8.558699282617862,FALSE
